City,ID,hotel_name,star,price_VND,discount_VND,distance_km,rating,rt_count,year,month,day
HCM,187832,JW Marriott Hotel and Suites Saigon,5,  5.100.000 ,,"  1,10 ","8,8",319,2025,3,14
HCM,8515690,Fusion Original Saigon Centre,5,  5.197.500 ,  825.000 ,"  0,35 ","9,2",2411,2025,3,14
HCM,4857560,Mai House Saigon Hotel,5,  5.255.781 ,  729.970 ,"  1,40 ","9,2",1557,2025,3,14
HCM,11131186,Haven Hut Riverside Hotel,2,  663.366 ,  718.647 ,"  2,20 ","8,1",153,2025,3,14
HCM,1502505,Kim Dung Hotel Tran Quang Khai,2,  675.000 ,  150.000 ,"  2,40 ","7,4",304,2025,3,14
HCM,7328080,Bros Hotel,2,  810.000 ,  120.000 ,"  1,60 ","7,7",456,2025,3,14
HCM,3963167,Calmette Hotel 151 - Ben Thanh,2,  739.350 ,  155.000 ,"  0,25 ","7,9",632,2025,3,14
HCM,11904995,Nicecy Hotel - 7 Yersin Street,2,  640.657 ,  178.290 ,"  0,70 ","7,6",150,2025,3,14
HCM,8848363,Sai Gon Hotel Bui Vien Walking Street,2,  631.432 ,  134.538 ,"  0,60 ","7,3",818,2025,3,14
HCM,10514028,Haven Hut Hotel,2,  1.048.326 ,  227.024 ,"  1,20 ","8,2",501,2025,3,14
HCM,12233630,Ruby Star Hotel Nam Quoc Cang,2,  700.484 ,  77.832 ,"  1,20 ","8,2",62,2025,3,14
HCM,8832227,The Hotel Nicecy,2,  1.298.915 ,  380.570 ,"  0,30 ","7,7",1062,2025,3,14
HCM,1190897,Nicecy NganHa Hotel,2,  1.443.708 ,  307.648 ,"  0,20 ",8,2068,2025,3,14
HCM,13414144,NICECY Inn Holiday,2,  576.592 ,  160.461 ,"  0,70 ","7,3",39,2025,3,14
HCM,10628639,EEA Central Saigon Hotel,2,  1.690.155 ,  208.895 ,"  0,25 ","8,1",642,2025,3,14
HCM,467522,Song Anh 3 Hotel,2,  707.890 ,  117.720 ,"  0,10 ","8,6",304,2025,3,14
HCM,1291952,Galaxy Boutique Sai Gon Central Hotel,2,  638.000 ,  462.000 ,"  0,60 ","7,8",1084,2025,3,14
HCM,10429446,KEN HOTEL,2,  539.000 ,,"  2,20 ",8,122,2025,3,14
HCM,5766089,Super OYO 520 Friendly Homestay,2,  402.175 ,  111.923 ,"  1,30 ","7,6",189,2025,3,14
HCM,9870119,Ahu Hotel & Apartment,2,  406.976 ,  57.240 ,"  1,00 ",8,256,2025,3,14
HCM,11377109,HANZ 120 Hoang Hoang Hotel,2,  5.707.128 ,  705.375 ,"  0,70 ",10,2,2025,3,14
HCM,4207537,La Paix Sài Gòn - Boutique Hotel,2,  1.522.950 ,  622.050 ,"  0,90 ","7,8",145,2025,3,14
HCM,572033,99 Bui Vien Hotel (Boutique),2,  478.224 ,  64.800 ,"  0,70 ","6,6",365,2025,3,14
HCM,10916000,Lucky Star Hotel - Ben Thanh,3,  935.000 ,  7.565.000 ,"  0,90 ","7,1",76,2025,3,14
HCM,13712802,Tago Amber,3,  1.000.000 ,,"  0,60 ",,,2025,3,14
HCM,4428097,Emerald Central,3,  735.667 ,  263.680 ,"  2,40 ","8,2",436,2025,3,14
HCM,9188583,Tra My Hotel - SaiGon Center,3,  540.000 ,  120.000 ,"  2,50 ","7,1",281,2025,3,14
HCM,3996134,An Phuc House Doan Nhu Hai,3,  405.000 ,  45.000 ,"  1,00 ","7,2",97,2025,3,14
HCM,7291499,New Star Inn Boutique Hotel-Near Bến Thành Market,3,  720.000 ,  160.000 ,"  1,00 ",7,365,2025,3,14
HCM,11464318,Nicecy Hotel - Bui Thi Xuan Street,3,  1.360.261 ,  280.204 ,"  1,00 ","7,9",875,2025,3,14
HCM,13481900,The Grand VL Hotel & Spa,3,  837.540 ,  93.060 ,"  0,80 ","7,9",77,2025,3,14
HCM,9075168,Sen Vivian Home,3,  508.113 ,  68.850 ,"  1,30 ","8,6",614,2025,3,14
HCM,10923311,KT MERAKI BOUTIQUE - Bui vien walking street,3,  660.000 ,  180.000 ,"  0,90 ","6,9",160,2025,3,14
HCM,12288178,F F HOUSE Homestay,3,  477.360 ,  66.300 ,"  0,80 ","8,6",107,2025,3,14
HCM,2252527,The Passion Suites Hotel & Spa,3,  891.000 ,  180.000 ,"  0,90 ","7,7",44,2025,3,14
HCM,13122724,Nicecy Hotel Bui Vien Walking Street,3,  655.218 ,  681.961 ,"  0,70 ","6,7",97,2025,3,14
HCM,770182,Anpha Boutique Hotel,3,  1.620.000 ,  300.000 ,"  0,20 ","8,1",89,2025,3,14
HCM,9295740,Triple E Hotel Metro Ben Thanh,3,  1.530.900 ,  405.000 ,"  0,40 ","8,6",765,2025,3,14
HCM,10059845,Camelia 108 Le Lai Hotel,3,  972.000 ,  180.000 ,"  0,70 ","8,2",793,2025,3,14
HCM,11570486,Adventure Hotel,3,  598.080 ,  154.000 ,"  0,20 ","8,7",237,2025,3,14
HCM,12313379,Tago Hotel & Spa,3,  782.000 ,  918.000 ,"  1,10 ","7,8",47,2025,3,14
HCM,9759772,LUCASTA SAIGON Hotel,3,  590.000 ,,"  2,10 ","8,1",233,2025,3,14
HCM,12932943,The Passion Hotel Apartment - City Central,3,  900.000 ,  200.000 ,"  0,90 ","7,7",162,2025,3,14
HCM,12498918,Huazhu Hotel - 华住酒店,4,  1.384.150 ,  3.080.850 ,"  1,10 ","7,8",184,2025,3,14
HCM,13166963,President Maison Signature By M Village,5,  8.220.240 ,  1.864.000 ,"  1,60 ","9,7",113,2025,3,14
HCM,1537870,The Reverie Saigon Residential Suites,5,  7.522.843 ,  835.871 ,"  0,80 ","9,5",210,2025,3,14
HCM,9279276,La Siesta Premium Saigon,5,  5.832.000 ,  648.000 ,"  0,35 ","9,3",1742,2025,3,14
HCM,2784041,Sherwood Suites,5,  3.398.598 ,  377.622 ,"  1,40 ","9,3",512,2025,3,14
HCM,1191026,The Reverie Saigon,5,  8.001.504 ,,"  0,70 ","9,3",533,2025,3,14
HCM,345986,Park Hyatt Saigon,5,  11.050.000 ,,"  0,90 ","9,1",311,2025,3,14
HCM,5937937,La Vela Saigon Hotel,5,  12.996.000 ,  21.204.000 ,"  2,40 ","8,9",8677,2025,3,14
HCM,2066904,The Myst Dong Khoi,5,  6.091.740 ,  1.167.000 ,"  0,80 ",9,1683,2025,3,14
HCM,11567463,Victory House,3,  334.800 ,,"  1,40 ","8,1",30,2025,3,14
HCM,8390317,Chang ơi homestay Sai Gon,3,  361.000 ,,"  0,60 ","7,3",188,2025,3,14
HCM,10410565,The Hidden HogWarts - Nearly Bùi Viện Walking street,3,  375.840 ,  41.760 ,"  0,90 ","7,7",228,2025,3,14
HCM,474195,Gia Vien Hotel,3,  396.900 ,  44.100 ,"  0,60 ","7,4",241,2025,3,14
HCM,252611,Meraki Hotel,3,  400.000 ,  44.444 ,"  0,90 ","6,2",235,2025,3,14
HCM,4263066,Tan Hoang Long Hotel,3,  420.000 ,,"  2,20 ","7,2",114,2025,3,14
HCM,10905541,LalaHouse Riverside Residence,3,  425.250 ,  182.250 ,"  2,30 ","9,2",67,2025,3,14
HCM,8887590,HANZ Meraki Hotel 198 Bui VIen,3,  441.501 ,  539.612 ,"  0,70 ","6,5",2,2025,3,14
HCM,6712779,Du Homestay 1,3,  450.000 ,,"  2,20 ","7,1",54,2025,3,14
HCM,12991565,Collection O Madam Cuc Hotel,3,  463.201 ,  105.034 ,"  1,10 ","7,6",73,2025,3,14
HCM,11581820,Le Vu Hotel,3,  486.000 ,  120.000 ,"  0,80 ","7,9",168,2025,3,14
HCM,6515495,The Alley Saigon Hotel,3,  486.243 ,  72.657 ,"  0,90 ","7,8",224,2025,3,14
HCM,9059339,HANZ 839 Son Mi City Loft,3,  492.481 ,  136.800 ,"  2,60 ","8,3",11,2025,3,14
HCM,10957177,HANZ Son Mi Saigon Hotel,3,  492.481 ,  136.800 ,"  2,90 ","8,3",11,2025,3,14
HCM,11939411,Elegant Feel Inn - M&A,3,  498.960 ,  69.300 ,"  0,45 ","8,3",214,2025,3,14
HCM,8904350,HANZ 4021 Boutique Saigon Hotel,3,  502.740 ,  139.650 ,"  0,60 ",6,1,2025,3,14
HCM,8745296,PHÚ GIA BÙI VIỆN HOTEl,3,  517.500 ,  115.000 ,"  0,50 ","7,1",601,2025,3,14
HCM,10904953,Bunny - Valentine Hotel - Bui Vien Street,3,  585.000 ,  915.000 ,"  0,70 ","7,1",52,2025,3,14
HCM,246479,Sanouva Saigon Hotel,3,  1.628.142 ,  420.708 ,"  0,30 ","8,7",778,2025,3,14
HCM,10915959,Lucky Star Hotel - Bui Vien Walking Street,3,  1.053.000 ,  900.000 ,"  0,60 ","7,2",137,2025,3,14
HCM,246808,Palago Park View Hotel,3,  980.846 ,  209.014 ,"  0,80 ","7,3",610,2025,3,14
HCM,257854,Nicecy Boutique Hotel,3,  1.717.142 ,  365.915 ,"  0,20 ","7,8",2174,2025,3,14
HCM,10322077,Ruby Star Hotel- Near Bến Thành Market,3,  810.000 ,  180.000 ,"  1,00 ","7,2",257,2025,3,14
HCM,11368376,Vintage Boutique Hotel & Spa,3,  1.350.000 ,  200.000 ,"  0,90 ","7,2",347,2025,3,14
HCM,709459,Lucky Star Hotel 266 De Tham,3,  990.000 ,  8.010.000 ,"  0,60 ","7,2",167,2025,3,14
HCM,291995,White Lion Hotel,3,  855.000 ,  95.000 ,"  1,70 ",8,172,2025,3,14
HCM,258739,Bon Ami Hotel - Thiên Xuân Hotel,3,  1.442.813 ,  381.696 ,"  0,30 ","8,2",1802,2025,3,14
HCM,4226248,ALUNA Ben Thanh Hotel,3,  1.212.000 ,  1.313.000 ,"  0,20 ","7,5",617,2025,3,14
HCM,264198,Ruby Saigon Hotel - Ben Thanh,3,  979.200 ,  680.000 ,"  0,30 ","7,1",132,2025,3,14
HCM,258892,Nicecy Saigon Hotel,3,  2.419.276 ,  1.751.889 ,"  1,00 ","8,6",932,2025,3,14
HCM,849618,GK Central Hotel,3,  1.719.900 ,  2.375.100 ,"  0,30 ","8,2",1130,2025,3,14
HCM,9686756,HANZ 419 Sweet Escape,4,  816.954 ,  199.500 ,"  0,45 ",8,3,2025,3,14
HCM,7839912,HANZ Son Mi Hotel Saigon,4,  492.481 ,  136.800 ,"  3,00 ",10,1,2025,3,14
HCM,9881743,KunKin Garden Aparthotel,4,  1.734.233 ,  350.350 ,"  2,80 ","8,4",1215,2025,3,14
HCM,2636640,Maison De Camille Boutique Hotel,4,  1.689.480 ,  361.000 ,"  3,00 ","8,8",646,2025,3,14
HCM,4028344,Orchids Saigon Hotel,4,  2.308.500 ,  450.000 ,"  1,10 ","8,8",4382,2025,3,14
HCM,420558,Adora Hotel,4,  2.038.149 ,  801.450 ,"  0,40 ",8,763,2025,3,14
HCM,454954,Adora Art Hotel,4,  2.247.569 ,  806.544 ,"  0,35 ","8,2",2456,2025,3,14
HCM,279269,Aristo Saigon Hotel,4,  1.780.538 ,  395.675 ,"  1,10 ","8,1",1086,2025,3,14
HCM,9878058,Smile Home - SOHO Apartment balcony - Morden comfortable,4,  1.483.984 ,  355.020 ,"  1,00 ","8,4",564,2025,3,14
HCM,9948395,Smile Home - Saigonroyal luxury Apartment - center District 4,4,  1.656.000 ,  575.000 ,"  0,80 ","8,4",181,2025,3,14
HCM,11641501,The Concept Hotel- City Center,4,  1.890.000 ,,"  1,30 ","8,5",147,2025,3,14
HCM,4941532,Nesta Hotel Saigon,4,  1.595.644 ,  369.362 ,"  0,35 ","8,3",242,2025,3,14
HCM,499823,Silverland Mây Hotel,4,  3.727.080 ,  714.000 ,"  1,10 ","8,9",1335,2025,3,14
HCM,244591,Silverland Bến Thành,4,  3.915.000 ,  750.000 ,"  0,15 ","9,1",1865,2025,3,14
HCM,1371107,RAMADA ENCORE BY WYNDHAM SAIGON D1 - Formerly M Boutique Hotel Saigon,4,  3.090.825 ,  343.425 ,"  1,10 ","8,1",1464,2025,3,14
HCM,3919600,Happy Life Grand Hotel & Rooftop Skybar,4,  2.544.657 ,  6.880.000 ,"  0,25 ",8,1828,2025,3,14
HCM,246455,Cochin Zen Hotel,4,  2.357.586 ,  436.590 ,"  0,35 ","7,9",2154,2025,3,14
HCM,1035494,Silverland Sakyo Hotel,4,  3.424.320 ,  656.000 ,"  1,30 ","8,8",638,2025,3,14
HCM,244023,Cochin Sang Hotel,4,  2.186.782 ,  404.959 ,"  0,15 ","8,5",2231,2025,3,14
HCM,9027004,"Gold hotel, Saigon",2,  712.800 ,  97.200 ,"  0,35 ","7,8",89,2025,3,14
HCM,13093730,THU THAI HOTEL - Khách Sạn THƯ THÁI,2,  505.214 ,  119.828 ,"  2,70 ","7,4",65,2025,3,14
HCM,1535862,Saigon Pink Hotel,2,  799.470 ,  148.050 ,"  0,60 ","7,2",363,2025,3,14
HCM,10533390,Hải Nam Hotel (Sài Gòn),2,  684.000 ,  1.116.000 ,"  0,25 ","7,8",269,2025,3,14
HCM,722752,Giang Sơn Hotel江山民宿范五老区酒吧街胡志明市,2,  540.000 ,  60.000 ,"  0,90 ","7,9",340,2025,3,14
HCM,263092,Gia Huy Hotel,2,  880.000 ,  120.000 ,"  0,20 ","8,4",416,2025,3,14
HCM,262081,Centana Ben Thanh Hotel,2,  708.750 ,  175.000 ,"  0,50 ","6,3",182,2025,3,14
HCM,252722,A&A Toronto Hotel,2,  1.139.985 ,  269.500 ,"  0,25 ","7,4",923,2025,3,14
HCM,272552,TN Central Hotel,2,  790.000 ,,"  0,90 ","6,3",999,2025,3,14
HCM,575404,Asian Ruby Boutique Hotel Bùi Thị Xuân,2,  630.000 ,,"  0,90 ",8,330,2025,3,14
HCM,270256,Tan Hoang Long Hotel,2,  1.020.000 ,,"  0,70 ","8,1",368,2025,3,14
HCM,420930,Khách sạn Hồng Ngọc Hà,2,  1.010.000 ,,"  0,25 ","8,8",132,2025,3,14
HCM,559242,Spotlight Hotel,2,  720.900 ,  80.100 ,"  1,10 ","7,8",802,2025,3,14
HCM,1627778,Happy Land Hotel,2,  816.075 ,  139.500 ,"  0,30 ","7,3",203,2025,3,14
